Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-02-22 00:00:00+05:30,2880.7833985254433,2929.5951310468904,2829.8986729547314,2891.740234375,1246303,0.0,0.0
2021-02-23 00:00:00+05:30,2907.18851037072,3013.103719622038,2899.5879365732144,2958.0732421875,1465930,0.0,0.0
2021-02-24 00:00:00+05:30,2976.087255071405,3079.7320848500112,2961.330253696096,3020.160888671875,1088420,0.0,0.0
2021-02-25 00:00:00+05:30,3060.9779958727454,3099.4252527180943,3018.434155000205,3051.45263671875,819639,0.0,0.0
2021-02-26 00:00:00+05:30,3030.377682242424,3132.9860249464755,2981.6645113779336,3019.174072265625,2103433,0.0,0.0
2021-03-01 00:00:00+05:30,2999.827287086751,3058.0164150236246,2968.7338341902873,3041.3837890625,678218,0.0,0.0
2021-03-02 00:00:00+05:30,3065.419893518534,3111.3197566802187,3027.811522145014,3047.454833984375,944553,0.0,0.0
2021-03-03 00:00:00+05:30,3074.8958987184783,3079.2390149097487,3010.0436452504737,3017.545654296875,536623,0.0,0.0
2021-03-04 00:00:00+05:30,3018.5325843176347,3041.5319161043867,2978.061741951048,3002.837890625,687383,0.0,0.0
2021-03-05 00:00:00+05:30,2961.2809671546706,2978.801879543669,2832.958791911302,2842.336181640625,1486110,0.0,0.0
2021-03-08 00:00:00+05:30,2863.558708723875,2897.959019183521,2810.00887764898,2829.602783203125,952087,0.0,0.0
2021-03-09 00:00:00+05:30,2833.4528025542686,2889.1742003428076,2790.2180451586705,2848.8515625,883183,0.0,0.0
2021-03-10 00:00:00+05:30,2872.442652889898,2887.1996554344737,2843.5701623067266,2866.618896484375,432551,0.0,0.0
2021-03-12 00:00:00+05:30,2893.270051240075,2991.880602208327,2889.716418002269,2937.93603515625,1512021,0.0,0.0
2021-03-15 00:00:00+05:30,2959.3066393440354,2985.958166783091,2877.3778698091605,2957.9248046875,918701,0.0,0.0
2021-03-16 00:00:00+05:30,2963.2550292214064,3040.248331113235,2952.1996289425615,3033.58544921875,1081398,0.0,0.0
2021-03-17 00:00:00+05:30,3040.248636717207,3042.519000455548,2931.668328263021,2958.714599609375,740599,0.0,0.0
2021-03-18 00:00:00+05:30,2986.9456161421454,3025.442271472464,2884.28786859463,2920.51416015625,789785,0.0,0.0
2021-03-19 00:00:00+05:30,2915.8748636661094,2944.352614028388,2849.986357521995,2896.725341796875,2288304,0.0,0.0
2021-03-22 00:00:00+05:30,2875.4039007369347,2906.2505783538345,2837.8943407547845,2867.60595703125,488626,0.0,0.0
2021-03-23 00:00:00+05:30,2880.240754795123,2929.49687748086,2859.462624163323,2908.718505859375,630061,0.0,0.0
2021-03-24 00:00:00+05:30,2919.675527756125,2938.430310181145,2866.569832481024,2881.919189453125,627981,0.0,0.0
2021-03-25 00:00:00+05:30,2889.2232748865094,2954.371459424435,2751.5237030222565,2773.091796875,1001626,0.0,0.0
2021-03-26 00:00:00+05:30,2803.3463147281514,2867.5074099596054,2782.617345499528,2814.895263671875,918204,0.0,0.0
2021-03-30 00:00:00+05:30,2865.039348647922,2932.556458607791,2837.894272993204,2887.84130859375,1420415,0.0,0.0
2021-03-31 00:00:00+05:30,2863.558647750313,2890.1607731328263,2844.8532714825883,2865.187255859375,665173,0.0,0.0
2021-04-01 00:00:00+05:30,2849.0979132604953,2876.34155398222,2806.702047305655,2856.698486328125,842489,0.0,0.0
2021-04-05 00:00:00+05:30,2884.2878026189737,2976.0875170760455,2848.752429280752,2881.820068359375,1241115,0.0,0.0
2021-04-06 00:00:00+05:30,2901.068384495354,2976.087505700406,2889.420630636635,2945.04345703125,1015604,0.0,0.0
2021-04-07 00:00:00+05:30,2960.2941803064155,3074.7970562369073,2960.04740686691,3057.819091796875,1240450,0.0,0.0
2021-04-08 00:00:00+05:30,3094.3413439257006,3103.619928204785,3049.5271458592556,3074.402099609375,800699,0.0,0.0
2021-04-09 00:00:00+05:30,3106.877080688668,3123.3120925989147,3065.813890867345,3091.72509765625,934037,0.0,0.0
2021-04-12 00:00:00+05:30,3078.74517918244,3078.74517918244,2940.6014672564293,2965.9697265625,961549,0.0,0.0
2021-04-13 00:00:00+05:30,2993.213423873478,3022.381847444301,2912.9132617891887,2942.279296875,544916,0.0,0.0
2021-04-15 00:00:00+05:30,2997.803566173976,2999.728350690575,2864.842093014112,2954.864990234375,692875,0.0,0.0
2021-04-16 00:00:00+05:30,2961.0344057428956,3033.3390212010727,2955.3586168161446,3021.493896484375,622872,0.0,0.0
2021-04-19 00:00:00+05:30,2998.7909977104564,3201.2931966339643,2966.8584165298716,3116.64990234375,3552506,0.0,0.0
2021-04-20 00:00:00+05:30,3168.5711226429507,3266.2934096029667,3140.6857225760773,3227.451171875,2575420,0.0,0.0
2021-04-22 00:00:00+05:30,3226.8095207095175,3291.069421265133,3175.727418324471,3187.2763671875,1307224,0.0,0.0
2021-04-23 00:00:00+05:30,3215.9512997423976,3256.4221417587996,3130.0741471710076,3158.749267578125,1030125,0.0,0.0
2021-04-26 00:00:00+05:30,3188.658563726569,3211.0161419743163,3111.319667846002,3133.67724609375,557667,0.0,0.0
2021-04-27 00:00:00+05:30,3158.6999191540735,3163.6353877777515,3117.044612168165,3149.865478515625,505348,0.0,0.0
2021-04-28 00:00:00+05:30,3168.5707297730914,3207.0673834993063,3141.5244591920796,3157.95947265625,575824,0.0,0.0
2021-04-29 00:00:00+05:30,3157.9594878360845,3217.925429505551,3157.9594878360845,3197.09765625,589707,0.0,0.0
2021-04-30 00:00:00+05:30,3213.9769118940576,3267.2799687866495,3141.721705193143,3156.23193359375,906562,0.0,0.0
2021-05-03 00:00:00+05:30,3167.386501993508,3180.218720860169,3099.4744031781634,3162.944580078125,728281,0.0,0.0
2021-05-04 00:00:00+05:30,3191.4217140435703,3201.391456229279,3125.5332134027612,3140.191650390625,581864,0.0,0.0
2021-05-05 00:00:00+05:30,3158.5027279946326,3313.673822138103,3135.15781548495,3289.884765625,1679977,0.0,0.0
2021-05-06 00:00:00+05:30,3314.5127793016736,3342.2005656500064,3258.100228010703,3303.95068359375,1124908,0.0,0.0
2021-05-07 00:00:00+05:30,3303.950694508825,3353.1574135318874,3259.383508826109,3268.119384765625,774478,0.0,0.0
2021-05-10 00:00:00+05:30,3272.2157993223823,3299.4596833687237,3219.505089177136,3280.803466796875,627199,0.0,0.0
2021-05-11 00:00:00+05:30,3272.2156526348376,3272.2156526348376,3203.3658662784937,3216.148681640625,670759,0.0,0.0
2021-05-12 00:00:00+05:30,3232.632973369203,3232.632973369203,3144.4857011604713,3155.49169921875,703372,0.0,0.0
2021-05-14 00:00:00+05:30,3158.6997955979523,3170.2981464099134,3055.4005377409057,3100.411865234375,842794,0.0,0.0
2021-05-17 00:00:00+05:30,3106.384234898536,3148.779866042474,3074.8960386051044,3111.665283203125,847722,0.0,0.0
2021-05-18 00:00:00+05:30,3133.0351372651435,3147.2985918187824,3099.473954320274,3122.670654296875,639445,0.0,0.0
2021-05-19 00:00:00+05:30,3139.1552210692166,3194.3339014632897,3120.8939882909503,3188.016357421875,711069,0.0,0.0
2021-05-20 00:00:00+05:30,3204.007121377548,3230.510681773292,3172.5189309355624,3178.39208984375,752076,0.0,0.0
2021-05-21 00:00:00+05:30,3204.501067270318,3217.333286075043,3183.3773573261055,3205.833740234375,471439,0.0,0.0
2021-05-24 00:00:00+05:30,3206.0804502889996,3242.6029184727104,3198.331668075772,3219.011474609375,611909,0.0,0.0
2021-05-25 00:00:00+05:30,3224.0950338194657,3224.835354148701,3129.728772790404,3158.3544921875,622276,0.0,0.0
2021-05-26 00:00:00+05:30,3163.6351825525503,3178.4415874630927,3137.0824594755095,3142.511474609375,260821,0.0,0.0
2021-05-27 00:00:00+05:30,3145.374218811054,3181.995493150719,3112.898930992623,3157.712890625,1084157,0.0,0.0
2021-05-28 00:00:00+05:30,3157.712718661418,3165.6094681923,3099.4741908711635,3108.70361328125,555829,0.0,0.0
2021-05-31 00:00:00+05:30,3104.409795287845,3145.176814724379,3084.6679205960304,3127.853271484375,635444,0.0,0.0
2021-06-01 00:00:00+05:30,3148.828771578107,3207.06729744742,3120.0550878198965,3197.986083984375,706976,0.0,0.0
2021-06-02 00:00:00+05:30,3202.4282034670728,3258.3963691839294,3178.4417778770835,3231.35009765625,843219,0.0,0.0
2021-06-03 00:00:00+05:30,3228.783785966138,3390.66716746979,3224.884813694934,3381.437744140625,1098294,0.0,0.0
2021-06-04 00:00:00+05:30,3381.1414860281816,3384.3987024313546,3331.4412220675426,3336.524658203125,380548,0.0,0.0
2021-06-07 00:00:00+05:30,3336.5245991721263,3336.5245991721263,3265.3058867029335,3272.51171875,526855,0.0,0.0
2021-06-08 00:00:00+05:30,3256.42215447156,3269.7479195777637,3213.582383785264,3246.995361328125,766456,0.0,0.0
2021-06-09 00:00:00+05:30,3247.5379740263734,3288.6011645618983,3209.0413232704373,3263.232666015625,587528,0.0,0.0
2021-06-10 00:00:00+05:30,3279.5695332503124,3301.8285451833412,3254.497448764972,3282.777587890625,749909,0.0,0.0
2021-06-11 00:00:00+05:30,3299.212985078714,3302.8157809723025,3259.0874784118196,3293.48779296875,277612,0.0,0.0
2021-06-14 00:00:00+05:30,3301.8285864904724,3316.634992707918,3242.602961620688,3306.96142578125,317756,0.0,0.0
2021-06-15 00:00:00+05:30,3311.699365802859,3313.6241503212627,3252.4737437616755,3255.731201171875,461588,0.0,0.0
2021-06-16 00:00:00+05:30,3267.279965683056,3282.086370361378,3235.6929690359693,3251.683837890625,419575,0.0,0.0
2021-06-17 00:00:00+05:30,3214.963873501921,3240.578904369811,3183.5742486452987,3198.775634765625,356502,0.0,0.0
2021-06-18 00:00:00+05:30,3193.248128267839,3211.0158149166245,3121.733237704412,3179.92236328125,520516,0.0,0.0
2021-06-21 00:00:00+05:30,3153.764442599357,3210.0287847677964,3139.9451304878107,3196.20947265625,200280,0.0,0.0
2021-06-22 00:00:00+05:30,3196.2094368722787,3260.3211252169176,3188.4114929496527,3216.148681640625,567861,0.0,0.0
2021-06-23 00:00:00+05:30,3232.682409006543,3232.682409006543,3170.544909858404,3202.921630859375,504942,0.0,0.0
2021-06-24 00:00:00+05:30,3188.2141564015733,3239.2962603621504,3101.201934650111,3161.908203125,1754163,0.0,0.0
2021-06-25 00:00:00+05:30,3211.262117688134,3420.279178602746,3180.6622173889464,3394.61474609375,3717669,0.0,0.0
2021-06-28 00:00:00+05:30,3403.351326305154,3444.9572320093343,3358.290351441649,3409.56982421875,1213113,0.0,0.0
2021-06-29 00:00:00+05:30,3375.860752514557,3558.4237002749715,3375.860752514557,3544.8017578125,2268589,0.0,0.0
2021-06-30 00:00:00+05:30,3570.317790171463,3612.614850158384,3536.361864454556,3573.131103515625,1291906,0.0,0.0
2021-07-01 00:00:00+05:30,3573.1310657485483,3649.235842004259,3548.601692010138,3630.974609375,876022,0.0,0.0
2021-07-02 00:00:00+05:30,3653.234424312514,3696.5677489453556,3619.673232627395,3685.018798828125,573795,0.0,0.0
2021-07-05 00:00:00+05:30,3711.472411998473,3714.384290293993,3654.9118932666242,3670.11328125,444545,0.0,0.0
