Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-02-22 00:00:00+05:30,2027.7301931409509,2027.7301931409509,1987.8194029541976,1993.3370361328125,2678023,0.0,0.0
2021-02-23 00:00:00+05:30,2009.3379022200693,2016.097092062505,1995.7276966983031,2004.0501708984375,2062144,0.0,0.0
2021-02-24 00:00:00+05:30,2012.5567208280063,2012.5567208280063,1982.255763239744,2003.6826171875,924143,0.0,0.0
2021-02-25 00:00:00+05:30,2001.9808727736543,2009.3377156685506,1986.3475816219998,1989.38232421875,2099460,0.0,0.0
2021-02-26 00:00:00+05:30,1984.50861462952,2006.9468984095438,1949.5636065869244,1960.6448974609375,3413194,0.0,0.0
2021-03-01 00:00:00+05:30,1963.541312229561,1980.8299378337797,1956.9201985655911,1971.08203125,1229276,0.0,0.0
2021-03-02 00:00:00+05:30,1988.186952457509,2008.3262216989233,1968.4614607596495,2002.8546142578125,2095135,0.0,0.0
2021-03-03 00:00:00+05:30,2027.72975819894,2027.72975819894,1998.7621902246694,2017.154296875,2031893,0.0,0.0
2021-03-04 00:00:00+05:30,2009.337791445732,2026.3504912817712,1999.2221320837625,2020.281005859375,2290915,0.0,0.0
2021-03-05 00:00:00+05:30,2008.9701866007467,2032.2820504069527,2000.3717857065217,2024.1436767578125,2129837,0.0,0.0
2021-03-08 00:00:00+05:30,2032.327498605865,2037.9371801492941,1994.6236852833129,1999.7275390625,1440724,0.0,0.0
2021-03-09 00:00:00+05:30,2001.061441039345,2027.7299988473142,1988.2329900308796,2021.7525634765625,1711842,0.0,0.0
2021-03-10 00:00:00+05:30,2032.787676896058,2057.0651689366073,2016.8784590414946,2048.742919921875,2696085,0.0,0.0
2021-03-12 00:00:00+05:30,2056.2380400715074,2059.824411964076,2023.132239784131,2027.5003662109375,2038930,0.0,0.0
2021-03-15 00:00:00+05:30,2028.7419808715983,2039.1793696049356,2007.7749285276539,2033.110107421875,1632022,0.0,0.0
2021-03-16 00:00:00+05:30,2042.7656264908264,2066.813218853807,2036.2823632598884,2063.640625,2633605,0.0,0.0
2021-03-17 00:00:00+05:30,2072.7908998045277,2080.147744169406,2040.8346070945863,2047.31787109375,3703365,0.0,0.0
2021-03-18 00:00:00+05:30,2058.077528206167,2069.020746079947,2027.7305405248428,2037.1104736328125,2597091,0.0,0.0
2021-03-19 00:00:00+05:30,2026.902464581055,2138.312575176948,2015.315346091939,2126.173828125,5382214,0.0,0.0
2021-03-22 00:00:00+05:30,2124.3805228550004,2167.050123579854,2116.931629315011,2164.015380859375,2471516,0.0,0.0
2021-03-23 00:00:00+05:30,2173.0278601079367,2182.17789019816,2145.8074467059278,2149.39404296875,1970612,0.0,0.0
2021-03-24 00:00:00+05:30,2149.394088581314,2161.9005893049643,2129.3926679463884,2132.197509765625,1762743,0.0,0.0
