Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-02-22 00:00:00+05:30,2721.6224072152963,2721.6224072152963,2587.255401166751,2600.705322265625,5366696,0.0,0.0
2021-02-23 00:00:00+05:30,2610.8586529633776,2661.845118240103,2609.100498988318,2619.8251953125,3832829,0.0,0.0
2021-02-24 00:00:00+05:30,2612.6160492332438,2640.1751906470217,2567.9149115341197,2591.606201171875,3774549,0.0,0.0
2021-02-25 00:00:00+05:30,2614.3749823229737,2663.5153004809417,2609.496062078548,2633.099365234375,4224073,0.0,0.0
2021-02-26 00:00:00+05:30,2602.068063297566,2612.924750692814,2531.7418994246586,2544.312744140625,5553153,0.0,0.0
2021-03-01 00:00:00+05:30,2572.178816772049,2606.462813304554,2550.905200308886,2570.596435546875,3265871,0.0,0.0
2021-03-02 00:00:00+05:30,2602.06768713035,2659.2076870166584,2591.518764074416,2642.81298828125,3306469,0.0,0.0
2021-03-03 00:00:00+05:30,2667.998970716374,2693.4922063508966,2634.506047707785,2689.184814453125,3509857,0.0,0.0
2021-03-04 00:00:00+05:30,2657.4500710919388,2708.8320846205593,2651.3405281757014,2680.92138671875,3916760,0.0,0.0
2021-03-05 00:00:00+05:30,2651.3842299729936,2692.78862797106,2634.2422284443805,2644.3076171875,3203686,0.0,0.0
2021-03-08 00:00:00+05:30,2651.2957762968877,2666.2400827282695,2633.714239318792,2643.340087890625,2003125,0.0,0.0
2021-03-09 00:00:00+05:30,2643.340870863011,2696.0415006414014,2630.28670456108,2682.020263671875,1942397,0.0,0.0
2021-03-10 00:00:00+05:30,2703.1621118579787,2719.1612723280527,2689.975955214769,2699.601806640625,3053778,0.0,0.0
2021-03-12 00:00:00+05:30,2703.161890397907,2740.0831259740735,2673.5810339324644,2688.173583984375,2938317,0.0,0.0
2021-03-15 00:00:00+05:30,2673.272893275314,2724.2593542453787,2673.272893275314,2695.381591796875,3097083,0.0,0.0
2021-03-16 00:00:00+05:30,2689.975783366755,2761.181024691169,2689.975783366755,2733.9736328125,4894756,0.0,0.0
2021-03-17 00:00:00+05:30,2729.5335988153697,2773.4874409863096,2712.2158279236933,2736.522216796875,3838390,0.0,0.0
2021-03-18 00:00:00+05:30,2747.9507796690177,2765.9718586572135,2625.8470669085596,2669.3173828125,3656306,0.0,0.0
2021-03-19 00:00:00+05:30,2663.6030408803085,2724.2593477518403,2641.626118100768,2681.3603515625,5776626,0.0,0.0
2021-03-22 00:00:00+05:30,2680.042363586126,2759.8186119512543,2653.626053297457,2751.20361328125,2821646,0.0,0.0
2021-03-23 00:00:00+05:30,2760.301960287723,2785.795194952801,2745.2258746003995,2762.587646484375,3305973,0.0,0.0
2021-03-24 00:00:00+05:30,2734.984264961801,2771.1144147890072,2734.940268188996,2743.687255859375,2207104,0.0,0.0
2021-03-25 00:00:00+05:30,2735.8636733444264,2752.258589824629,2681.1851213346645,2694.239501953125,3179786,0.0,0.0
2021-03-26 00:00:00+05:30,2716.918488566631,2740.9613236771424,2675.0745637754103,2695.95263671875,3697370,0.0,0.0
2021-03-30 00:00:00+05:30,2710.1943337083953,2802.89295847513,2690.76664657172,2776.608642578125,4694008,0.0,0.0
2021-03-31 00:00:00+05:30,2773.487713339265,2817.441559826417,2753.2689439551755,2793.57470703125,3530069,0.0,0.0
2021-04-01 00:00:00+05:30,2805.2230511493217,2826.2329082278093,2764.6975105370016,2782.279052734375,4285076,0.0,0.0
2021-04-05 00:00:00+05:30,2787.5527106778604,2868.4277814386187,2769.9711735559567,2847.241943359375,5317862,0.0,0.0
2021-04-06 00:00:00+05:30,2878.9773882568857,2878.9773882568857,2839.4189203266383,2869.9228515625,2291562,0.0,0.0
