symbol,status,best_model,horizon,accuracy,precision,recall,f1,train_rows,test_rows,elapsed_s,error
JBCHEPHARM.NS,ok,RandForest,6 Months,0.7791,0.7778,0.1007,0.1783,0,0,153.9,
JBMA.NS,ok,XGB_HiReg,6 Months,0.8425,0.8065,0.2252,0.3521,0,0,108.0,
JINDALSAW.NS,ok,XGBoost,6 Months,0.8048,0.8049,0.2374,0.3667,0,0,151.0,
JINDALSTEL.NS,ok,StackEnsemble,2 Months,0.7199,0.7647,0.2342,0.3586,0,0,145.1,
JIOFIN.NS,ok,XGBoost,6 Months,0.7791,1.0,0.1731,0.2951,0,0,129.5,
JKCEMENT.NS,ok,StackEnsemble,3 Months,0.941,0.75,0.1429,0.24,0,0,188.7,
JKTYRE.NS,ok,XGB_HiReg,6 Months,0.7329,0.7152,0.774,0.7434,0,0,148.1,
JMFINANCIL.NS,ok,XGB_HiReg,6 Months,0.7021,1.0,0.1031,0.1869,0,0,115.9,
JPPOWER.NS,ok,RandForest,2 Months,0.7214,0.7442,0.1553,0.257,0,0,156.8,
JSL.NS,ok,Ensemble,6 Months,0.7106,0.7429,0.1398,0.2353,0,0,166.2,
JSWCEMENT.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,0.2,
JSWENERGY.NS,ok,RandForest,3 Months,0.7717,0.7059,0.0779,0.1404,0,0,164.7,
JSWINFRA.NS,ok,Ensemble,2 Weeks,0.7565,0.7059,0.0682,0.1244,0,0,126.1,
JSWSTEEL.NS,ok,StackEnsemble,1 Month,0.8304,0.7083,0.4359,0.5397,0,0,163.6,
JUBLFOOD.NS,ok,RandForest,2 Weeks,0.83,0.75,0.0952,0.169,0,0,153.8,
JUBLINGREA.NS,ok,XGB_HiReg,1 Week,0.6981,0.6875,0.0507,0.0944,0,0,154.3,
JUBLPHARMA.NS,ok,StackEnsemble,2 Months,0.756,0.75,0.1348,0.2286,0,0,156.6,
JWL.NS,ok,Ensemble,1 Week,0.7482,0.7083,0.0914,0.1619,0,0,149.1,
JYOTHYLAB.NS,below_threshold,XGBoost,1 Week,0.7725,0.4211,0.0,0.0,0,0,153.1,
JYOTICNC.NS,ok,TabNet,2 Weeks,0.7147,0.6,0.0739,0.1316,0,0,134.8,
KAJARIACER.NS,ok,StackEnsemble,2 Months,0.9066,0.7031,0.7895,0.7438,0,0,158.6,
KALYANKJIL.NS,ok,StackEnsemble,6 Months,0.9452,0.75,0.1667,0.2727,0,0,141.0,
KARURVYSYA.NS,ok,LGB_HiReg,3 Months,0.6227,1.0,0.0581,0.1099,0,0,159.3,
KAYNES.NS,ok,XGBoost,6 Months,0.7586,0.6373,0.8667,0.7345,0,0,171.8,
KEC.NS,ok,RandForest,3 Months,0.8665,0.8,0.087,0.1569,0,0,156.7,
KEI.NS,ok,StackEnsemble,2 Weeks,0.6513,0.9,0.0698,0.1295,0,0,165.7,
KFINTECH.NS,ok,Ensemble,2 Weeks,0.7695,0.75,0.0542,0.1011,0,0,179.9,
KIMS.NS,ok,Ensemble,6 Months,0.7175,0.75,0.1475,0.2466,0,0,179.4,
KIRLOSBROS.NS,below_threshold,XGB_HiReg,1 Month,0.7646,0.56,0.0,0.0,0,0,170.5,
KIRLOSENG.NS,ok,StackEnsemble,6 Months,0.9144,0.9144,1.0,0.9553,0,0,170.2,
KOTAKBANK.NS,below_threshold,XGBoost,3 Months,0.8199,0.4444,0.0,0.0,0,0,173.0,
KPIL.NS,ok,StackEnsemble,3 Months,0.8634,0.7045,0.5,0.5849,0,0,163.4,
KPITTECH.NS,below_threshold,XGBoost,2 Weeks,0.683,0.3991,0.0,0.0,0,0,164.1,
KPRMILL.NS,ok,LGB_HiReg,2 Weeks,0.6951,1.0,0.0685,0.1282,0,0,165.4,
KSB.NS,ok,StackEnsemble,3 Months,0.7733,0.6512,0.3256,0.4341,0,0,175.2,
LALPATHLAB.NS,ok,StackEnsemble,2 Months,0.9157,0.8043,0.6607,0.7255,0,0,167.9,
LATENTVIEW.NS,ok,XGB_HiReg,1 Month,0.7354,0.65,0.1347,0.2232,0,0,200.3,
LAURUSLABS.NS,ok,GradBoost,6 Months,0.7757,0.7718,0.8958,0.8292,0,0,176.6,
LEMONTREE.NS,ok,Ensemble,6 Months,0.7962,0.7692,0.0794,0.1439,0,0,190.0,
LICHSGFIN.NS,below_threshold,CatBoost,2 Weeks,0.8055,0.5,0.0,0.0,0,0,178.1,
LICI.NS,ok,XGB_HiReg,6 Months,0.8887,0.9778,0.4074,0.5752,0,0,177.6,
LINDEINDIA.NS,ok,RandForest,3 Months,0.7981,0.7123,0.323,0.4444,0,0,166.4,
LLOYDSME.NS,ok,StackEnsemble,6 Months,0.774,0.7073,0.3494,0.4677,0,0,153.8,
LODHA.NS,below_threshold,CatBoost,1 Month,0.7222,0.5472,0.0,0.0,0,0,168.2,
LT.NS,ok,XGB_HiReg,6 Months,0.8168,0.7089,0.4,0.5114,0,0,187.5,
LTF.NS,ok,Ensemble,2 Weeks,0.683,0.6667,0.0531,0.0984,0,0,205.9,
LTFOODS.NS,ok,StackEnsemble,2 Weeks,0.7666,0.7143,0.0595,0.1099,0,0,185.0,
LTIM.NS,ok,XGB_HiReg,2 Months,0.7756,0.8421,0.0988,0.1768,0,0,209.0,
LTTS.NS,ok,CatBoost,2 Weeks,0.7709,0.7143,0.0893,0.1587,0,0,186.7,
LUPIN.NS,below_threshold,LGB_HiReg,1 Week,0.7668,0.375,0.0,0.0,0,0,189.8,
M&M.NS,ok,StackEnsemble,1 Month,0.8187,0.7692,0.1449,0.2439,0,0,184.5,
M&MFIN.NS,ok,RandForest,1 Month,0.6871,0.6875,0.05,0.0932,0,0,179.0,
MAHABANK.NS,ok,XGB_HiReg,6 Months,0.6233,0.9412,0.128,0.2254,0,0,185.3,
MAHSCOOTER.NS,ok,StackEnsemble,1 Week,0.8362,0.8889,0.125,0.2192,0,0,205.8,
MAHSEAMLES.NS,ok,XGBoost,2 Months,0.8012,0.8571,0.0845,0.1538,0,0,158.1,
MANAPPURAM.NS,ok,XGBoost,2 Months,0.6446,1.0,0.056,0.1061,0,0,191.9,
MANKIND.NS,below_threshold,XGBoost,2 Weeks,0.7781,0.5833,0.0,0.0,0,0,174.8,
MANYAVAR.NS,ok,RandForest,1 Month,0.8841,0.6,0.2,0.3,0,0,196.7,
MAPMYINDIA.NS,below_threshold,Ensemble,2 Weeks,0.83,0.5385,0.0,0.0,0,0,184.3,
MARICO.NS,ok,XGB_HiReg,2 Months,0.8449,0.9048,0.2774,0.4246,0,0,186.6,
MARUTI.NS,ok,RandForest,6 Months,0.8647,0.7185,0.7029,0.7106,0,0,204.4,
MAXHEALTH.NS,below_threshold,LGB_HiReg,1 Week,0.7239,0.55,0.0,0.0,0,0,185.0,
MAZDOCK.NS,ok,XGB_HiReg,6 Months,0.7449,0.7857,0.1333,0.228,0,0,190.0,
MCX.NS,ok,StackEnsemble,6 Months,0.976,0.976,1.0,0.9879,0,0,218.9,
MEDANTA.NS,below_threshold,LightGBM,3 Months,0.7345,0.527,0.0,0.0,0,0,176.1,
METROPOLIS.NS,ok,Ensemble,6 Months,0.7688,0.6923,0.1241,0.2105,0,0,205.5,
MFSL.NS,ok,XGB_HiReg,6 Months,0.8031,0.7072,0.6737,0.69,0,0,183.9,
MGL.NS,ok,RandForest,2 Months,0.8087,0.7143,0.1103,0.1911,0,0,183.1,
MINDACORP.NS,ok,XGB_HiReg,6 Months,0.8836,0.6937,0.6937,0.6937,0,0,178.1,
MMTC.NS,ok,Ensemble,2 Months,0.7093,0.7,0.0697,0.1267,0,0,185.3,
MOTHERSON.NS,ok,XGBoost,2 Weeks,0.7262,0.701,0.2969,0.4172,0,0,194.4,
MOTILALOFS.NS,ok,XGBoost,6 Months,0.6455,0.875,0.0639,0.1191,0,0,181.8,
MPHASIS.NS,ok,RandForest,2 Months,0.7666,0.7234,0.1932,0.3049,0,0,170.4,
MRF.NS,ok,LGB_HiReg,6 Months,0.7637,1.0,0.1266,0.2247,0,0,176.0,
MRPL.NS,ok,TabNet,3 Months,0.6599,0.64,0.0708,0.1275,0,0,168.6,
MSUMI.NS,ok,XGBoost,6 Months,0.7021,1.0,0.0938,0.1714,0,0,168.0,
MUTHOOTFIN.NS,ok,StackEnsemble,2 Months,0.6506,0.7,0.0583,0.1077,0,0,174.6,
NAM-INDIA.NS,ok,CatBoost,6 Months,0.7754,0.7461,0.9502,0.8359,0,0,189.7,
NATCOPHARM.NS,ok,RandForest,3 Months,0.6444,0.9231,0.0956,0.1733,0,0,192.5,
NATIONALUM.NS,ok,StackEnsemble,6 Months,0.9007,0.958,0.9331,0.9454,0,0,176.8,
NAUKRI.NS,below_threshold,RandForest,1 Month,0.8099,0.5263,0.0,0.0,0,0,159.3,
NAVA.NS,ok,XGB_HiReg,2 Months,0.7108,0.7754,0.3993,0.5271,0,0,185.4,
NAVINFLUOR.NS,ok,LGB_HiReg,2 Weeks,0.6556,1.0,0.0083,0.0165,0,0,154.9,
NBCC.NS,ok,StackEnsemble,6 Months,0.8801,0.7143,0.1316,0.2222,0,0,160.8,
NCC.NS,below_threshold,RandForest,2 Months,0.7892,0.5556,0.0,0.0,0,0,125.0,
NESTLEIND.NS,ok,LGB_HiReg,2 Weeks,0.8112,0.7778,0.0515,0.0966,0,0,155.3,
NETWEB.NS,ok,LightGBM,6 Months,0.7911,0.7726,0.9159,0.8382,0,0,210.1,
NEULANDLAB.NS,ok,StackEnsemble,1 Month,0.7602,0.7273,0.2474,0.3692,0,0,167.8,
NEWGEN.NS,below_threshold,Ensemble,1 Month,0.7851,0.4706,0.0,0.0,0,0,158.5,
NH.NS,ok,GradBoost,2 Months,0.6446,0.6842,0.0535,0.0992,0,0,178.8,
NHPC.NS,ok,RandForest,2 Weeks,0.7534,0.6875,0.0948,0.1667,0,0,157.4,
NIACL.NS,below_threshold,GradBoost,1 Month,0.8046,0.5938,0.0,0.0,0,0,168.1,
NIVABUPA.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,0.2,
NLCINDIA.NS,ok,Ensemble,6 Months,0.7346,0.7857,0.0675,0.1243,0,0,170.4,
NMDC.NS,ok,StackEnsemble,2 Months,0.7982,0.7209,0.3605,0.4806,0,0,181.2,
NSLNISP.NS,ok,Ensemble,2 Weeks,0.7118,0.75,0.0577,0.1071,0,0,153.7,
NTPC.NS,below_threshold,Ensemble,1 Week,0.7969,0.5455,0.0,0.0,0,0,140.9,
NTPCGREEN.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,0.2,
NUVAMA.NS,ok,LGB_HiReg,6 Months,0.8425,0.7216,0.9249,0.8107,0,0,147.5,
NUVOCO.NS,ok,StackEnsemble,2 Months,0.8705,0.75,0.0667,0.1224,0,0,162.2,
NYKAA.NS,ok,LightGBM,6 Months,0.7021,0.8315,0.5068,0.6298,0,0,152.8,
OBEROIRLTY.NS,ok,Ensemble,2 Months,0.8178,0.7536,0.3333,0.4622,0,0,152.9,
OFSS.NS,ok,Ensemble,3 Months,0.7438,0.9,0.052,0.0984,0,0,164.5,
OIL.NS,below_threshold,CatBoost,1 Week,0.7139,0.5195,0.0,0.0,0,0,152.6,
OLAELEC.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,0.2,
OLECTRA.NS,ok,Ensemble,3 Months,0.7811,0.7015,0.4821,0.5714,0,0,193.6,
ONESOURCE.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,0.2,
ONGC.NS,below_threshold,TabNet,3 Months,0.7888,0.4074,0.0,0.0,0,0,153.4,
PAGEIND.NS,ok,Ensemble,3 Months,0.8494,0.7647,0.3145,0.4457,0,0,154.4,
PATANJALI.NS,below_threshold,XGB_HiReg,2 Weeks,0.866,0.5238,0.0,0.0,0,0,156.1,
PAYTM.NS,ok,XGB_HiReg,1 Month,0.6857,1.0,0.0773,0.1434,0,0,160.7,
PCBL.NS,ok,StackEnsemble,1 Week,0.7686,0.6,0.1071,0.1818,0,0,159.9,
PERSISTENT.NS,below_threshold,Ensemble,2 Months,0.7274,0.5946,0.0,0.0,0,0,163.5,
PETRONET.NS,ok,RandForest,3 Months,0.896,0.75,0.3176,0.4463,0,0,157.8,
PFC.NS,ok,RandForest,6 Months,0.8168,0.7143,0.0885,0.1575,0,0,157.9,
PFIZER.NS,ok,XGBoost,2 Weeks,0.8343,0.6667,0.0508,0.0945,0,0,150.4,
PGEL.NS,below_threshold,RandForest,1 Week,0.6838,0.5909,0.0,0.0,0,0,164.4,
PGHH.NS,below_threshold,CatBoost,2 Weeks,0.8818,0.5,0.0,0.0,0,0,154.7,
PHOENIXLTD.NS,below_threshold,Ensemble,2 Weeks,0.7277,0.5882,0.0,0.0,0,0,168.6,
PIDILITIND.NS,ok,StackEnsemble,2 Months,0.8705,0.8,0.087,0.1569,0,0,160.8,
PIIND.NS,ok,RandForest,1 Month,0.826,0.7273,0.0645,0.1185,0,0,170.5,
PNB.NS,ok,XGBoost,6 Months,0.762,0.6667,0.0694,0.1258,0,0,161.5,
PNBHOUSING.NS,ok,StackEnsemble,6 Months,0.8356,0.9238,0.708,0.8017,0,0,185.2,
POLICYBZR.NS,ok,StackEnsemble,6 Months,0.8973,0.8,0.1212,0.2105,0,0,168.4,
POLYCAB.NS,ok,XGB_HiReg,3 Months,0.7453,0.72,0.4696,0.5684,0,0,170.0,
POLYMED.NS,ok,RandForest,3 Months,0.8214,0.6364,0.0593,0.1085,0,0,165.4,
POONAWALLA.NS,ok,XGBoost,2 Months,0.6687,1.0,0.0984,0.1791,0,0,209.0,
POWERGRID.NS,below_threshold,LGB_HiReg,1 Month,0.8143,0.4444,0.0,0.0,0,0,166.0,
POWERINDIA.NS,ok,StackEnsemble,3 Months,0.7702,0.8317,0.816,0.8238,0,0,186.8,
PPLPHARMA.NS,ok,RandForest,1 Month,0.7968,0.7273,0.2013,0.3153,0,0,155.6,
PRAJIND.NS,ok,XGBoost,2 Weeks,0.7867,0.7273,0.0523,0.0976,0,0,176.8,
PREMIERENE.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,0.2,
PRESTIGE.NS,ok,Ensemble,2 Months,0.747,0.775,0.1632,0.2696,0,0,126.3,
PTCIL.NS,ok,StackEnsemble,6 Months,0.8322,0.7333,0.7253,0.7293,0,0,153.5,
PVRINOX.NS,ok,CatBoost,1 Month,0.7719,0.6471,0.0683,0.1236,0,0,160.1,
RADICO.NS,ok,StackEnsemble,2 Weeks,0.732,0.8333,0.0515,0.0971,0,0,194.3,
RAILTEL.NS,ok,RandForest,1 Week,0.7425,0.8421,0.0829,0.1509,0,0,171.7,
RAINBOW.NS,ok,RandForest,2 Months,0.7696,0.7059,0.075,0.1356,0,0,166.1,
RAMCOCEM.NS,ok,RandForest,6 Months,0.7321,0.7778,0.05,0.094,0,0,175.3,
RBLBANK.NS,ok,LGB_HiReg,2 Weeks,0.67,0.7895,0.0625,0.1158,0,0,169.9,
RCF.NS,ok,XGBoost,1 Month,0.8202,0.7083,0.2378,0.356,0,0,158.9,
RECLTD.NS,below_threshold,Ensemble,3 Months,0.9037,0.5,0.0,0.0,0,0,148.3,
REDINGTON.NS,ok,StackEnsemble,1 Month,0.7895,0.7273,0.1039,0.1818,0,0,165.0,
RELIANCE.NS,ok,StackEnsemble,3 Months,0.9503,0.7143,1.0,0.8333,0,0,157.9,
RHIM.NS,ok,XGB_HiReg,6 Months,0.899,0.8,0.0645,0.1194,0,0,173.1,
RITES.NS,ok,XGBoost,2 Months,0.7846,0.6667,0.0933,0.1637,0,0,167.7,
RKFORGE.NS,ok,XGBoost,1 Month,0.7719,0.6667,0.05,0.093,0,0,154.4,
RPOWER.NS,ok,StackEnsemble,3 Months,0.9068,0.7755,0.6667,0.717,0,0,164.0,
RRKABEL.NS,ok,Ensemble,1 Month,0.7617,0.7048,0.5065,0.5894,0,0,181.1,
RVNL.NS,below_threshold,XGB_HiReg,1 Week,0.7568,0.5217,0.0,0.0,0,0,162.3,
SAGILITY.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,0.2,
SAIL.NS,ok,StackEnsemble,6 Months,0.6206,0.9368,0.4972,0.6496,0,0,162.2,
SAILIFE.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,0.2,
SAMMAANCAP.NS,ok,StackEnsemble,3 Months,0.7516,0.7692,0.1149,0.2,0,0,163.8,
SAPPHIRE.NS,ok,RandForest,6 Months,0.9675,0.7059,0.4615,0.5581,0,0,167.4,
SARDAEN.NS,ok,RandForest,6 Months,0.8379,0.7037,0.9448,0.8066,0,0,198.7,
SAREGAMA.NS,ok,RandForest,3 Months,0.8675,0.8333,0.0633,0.1176,0,0,162.2,
SBFC.NS,ok,StackEnsemble,1 Month,0.8275,0.9091,0.1471,0.2532,0,0,172.4,
SBICARD.NS,ok,RandForest,3 Months,0.7811,0.7895,0.0987,0.1754,0,0,158.7,
SBILIFE.NS,ok,StackEnsemble,3 Months,0.8727,0.7037,0.3654,0.481,0,0,163.4,
SBIN.NS,ok,StackEnsemble,6 Months,0.8617,0.8272,0.9504,0.8845,0,0,160.2,
SCHAEFFLER.NS,ok,StackEnsemble,3 Months,0.9046,0.7241,0.525,0.6087,0,0,162.0,
SCHNEIDER.NS,ok,LGB_HiReg,2 Months,0.7355,0.7101,0.6627,0.6856,0,0,160.1,
SCI.NS,ok,StackEnsemble,6 Months,0.7391,0.716,0.5743,0.6374,0,0,171.1,
SHREECEM.NS,below_threshold,Ensemble,1 Week,0.7907,0.5,0.0,0.0,0,0,162.6,
SHRIRAMFIN.NS,ok,StackEnsemble,6 Months,0.7075,0.9875,0.5197,0.681,0,0,164.5,
SHYAMMETL.NS,ok,StackEnsemble,3 Months,0.7774,0.7143,0.0758,0.137,0,0,162.2,
SIEMENS.NS,ok,Ensemble,3 Months,0.7032,0.6316,0.0694,0.125,0,0,161.9,
SIGNATURE.NS,ok,Ensemble,2 Months,0.785,0.65,0.0985,0.1711,0,0,159.9,
SJVN.NS,below_threshold,TabNet,2 Weeks,0.7911,0.5263,0.0,0.0,0,0,151.6,
SOBHA.NS,ok,CatBoost,1 Week,0.7037,0.7857,0.0573,0.1068,0,0,166.4,
SOLARINDS.NS,ok,LGB_HiReg,2 Weeks,0.6526,0.8235,0.0622,0.1157,0,0,168.6,
SONACOMS.NS,ok,XGBoost,6 Months,0.7549,0.8214,0.162,0.2706,0,0,179.3,
SONATSOFTW.NS,ok,StackEnsemble,2 Months,0.8225,1.0,0.0877,0.1613,0,0,158.1,
SRF.NS,ok,XGB_HiReg,6 Months,0.9127,1.0,0.0556,0.1053,0,0,171.9,
STARHEALTH.NS,ok,XGB_HiReg,2 Months,0.7526,0.9,0.1118,0.1989,0,0,165.1,
SUMICHEM.NS,ok,StackEnsemble,6 Months,0.9012,0.75,0.5385,0.6269,0,0,159.1,
SUNDARMFIN.NS,ok,Ensemble,6 Months,0.7806,0.875,0.0598,0.112,0,0,175.4,
SUNDRMFAST.NS,below_threshold,Ensemble,3 Months,0.8781,0.5714,0.0,0.0,0,0,171.6,
SUNPHARMA.NS,below_threshold,CatBoost,2 Weeks,0.8393,0.381,0.0,0.0,0,0,162.4,
SUNTV.NS,below_threshold,GradBoost,1 Week,0.7778,0.4375,0.0,0.0,0,0,160.6,
SUPREMEIND.NS,ok,XGBoost,1 Month,0.8102,0.7,0.3427,0.4601,0,0,165.2,
SUZLON.NS,ok,RandForest,3 Months,0.7703,0.7692,0.073,0.1333,0,0,154.2,
SWANCORP.NS,ok,GradBoost,2 Weeks,0.7597,0.6,0.0789,0.1395,0,0,152.5,
SWIGGY.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,0.2,
SYNGENE.NS,ok,XGB_HiReg,1 Week,0.7617,0.8,0.0764,0.1395,0,0,160.5,
SYRMA.NS,ok,XGB_HiReg,6 Months,0.86,0.8641,0.902,0.8826,0,0,158.3,
TARIL.NS,ok,RandForest,2 Months,0.7894,0.7794,0.3292,0.4629,0,0,112.5,
TATACHEM.NS,ok,GradBoost,3 Months,0.8457,0.7143,0.2451,0.365,0,0,166.6,
TATACOMM.NS,ok,XGB_HiReg,2 Months,0.7209,0.7727,0.1818,0.2944,0,0,157.8,
TATACONSUM.NS,ok,LGB_HiReg,6 Months,0.8849,0.68,0.2537,0.3696,0,0,166.2,
TATAELXSI.NS,ok,RandForest,2 Months,0.8958,0.75,0.3333,0.4615,0,0,155.4,
TATAINVEST.NS,ok,Ensemble,3 Months,0.7358,0.8148,0.1325,0.228,0,0,169.9,
TATAPOWER.NS,below_threshold,RandForest,1 Week,0.7318,0.5,0.0,0.0,0,0,157.8,
TATASTEEL.NS,ok,GradBoost,1 Month,0.6589,0.6923,0.0833,0.1488,0,0,162.5,
TATATECH.NS,below_threshold,LGB_HiReg,3 Months,0.8191,0.5,0.0,0.0,0,0,116.3,
TBOTEK.NS,ok,StackEnsemble,3 Months,0.8085,1.0,0.1,0.1818,0,0,22.5,
TCS.NS,below_threshold,TabNet,1 Week,0.79,0.3556,0.0,0.0,0,0,158.2,
TECHM.NS,ok,XGB_HiReg,3 Months,0.7855,0.7429,0.1884,0.3006,0,0,164.2,
TECHNOE.NS,ok,RandForest,3 Months,0.695,0.8824,0.0811,0.1485,0,0,178.8,
TEJASNET.NS,ok,RandForest,3 Months,0.9397,0.7234,0.6939,0.7083,0,0,161.9,
THELEELA.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,0.2,
THERMAX.NS,ok,RandForest,6 Months,0.7778,0.9286,0.1048,0.1884,0,0,159.3,
TIINDIA.NS,ok,StackEnsemble,2 Months,0.7192,0.8,0.0909,0.1633,0,0,176.8,
TIMKEN.NS,ok,StackEnsemble,3 Months,0.8191,0.925,0.4353,0.592,0,0,174.8,
TITAGARH.NS,ok,StackEnsemble,2 Months,0.8014,0.75,0.3846,0.5085,0,0,153.2,
TITAN.NS,ok,Ensemble,3 Months,0.8245,0.7778,0.1284,0.2205,0,0,153.9,
TMPV.NS,below_threshold,TabNet,1 Week,0.727,0.4167,0.0,0.0,0,0,152.1,
TORNTPHARM.NS,ok,RandForest,6 Months,0.7857,0.707,0.6416,0.6727,0,0,148.8,
TORNTPOWER.NS,ok,Ensemble,2 Months,0.7551,0.6154,0.0548,0.1006,0,0,149.8,
TRENT.NS,ok,RandForest,2 Months,0.7877,0.9,0.0682,0.1268,0,0,148.4,
TRIDENT.NS,ok,GradBoost,3 Months,0.8387,0.8333,0.0526,0.099,0,0,157.9,
TRITURBINE.NS,ok,Ensemble,6 Months,0.8591,0.7143,0.5288,0.6077,0,0,163.2,
TRIVENI.NS,below_threshold,XGB_HiReg,1 Week,0.729,0.5,0.0,0.0,0,0,164.7,
TTML.NS,ok,LGB_HiReg,2 Months,0.9007,0.7458,0.5057,0.6027,0,0,162.0,
TVSMOTOR.NS,ok,XGB_HiReg,6 Months,0.6766,1.0,0.2049,0.3401,0,0,153.9,
UBL.NS,below_threshold,GradBoost,1 Week,0.8239,0.5,0.0,0.0,0,0,152.1,
UCOBANK.NS,ok,RandForest,2 Weeks,0.7997,0.6667,0.063,0.1151,0,0,161.6,
ULTRACEMCO.NS,ok,RandForest,1 Month,0.8096,0.7778,0.0583,0.1085,0,0,165.5,
UNIONBANK.NS,ok,XGB_HiReg,6 Months,0.7103,0.6949,0.9094,0.7878,0,0,160.9,
UNITDSPR.NS,below_threshold,TabNet,2 Weeks,0.8094,0.5455,0.0,0.0,0,0,160.7,
UNOMINDA.NS,ok,XGBoost,6 Months,0.7143,1.0,0.28,0.4375,0,0,180.2,
UPL.NS,ok,StackEnsemble,1 Month,0.7384,0.7692,0.1163,0.202,0,0,142.2,
USHAMART.NS,ok,StackEnsemble,1 Month,0.7318,0.875,0.0805,0.1474,0,0,165.2,
UTIAMC.NS,ok,XGB_HiReg,1 Month,0.7483,0.65,0.0823,0.1461,0,0,166.8,
VBL.NS,below_threshold,Ensemble,1 Month,0.7318,0.5238,0.0,0.0,0,0,159.1,
VEDL.NS,ok,LGB_HiReg,1 Week,0.6559,0.7778,0.0921,0.1647,0,0,156.6,
VENTIVE.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,0.3,
VGUARD.NS,ok,LightGBM,2 Weeks,0.8257,0.6923,0.0804,0.144,0,0,158.9,
VIJAYA.NS,ok,RandForest,1 Week,0.7189,0.6087,0.0782,0.1386,0,0,173.4,
VMM.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,0.2,
VOLTAS.NS,ok,TabNet,3 Months,0.8546,0.6,0.0714,0.1277,0,0,155.4,
VTL.NS,ok,RandForest,6 Months,0.6488,1.0,0.0635,0.1194,0,0,183.1,
WAAREEENER.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,0.2,
WELCORP.NS,ok,Ensemble,3 Months,0.7115,0.8182,0.0529,0.0994,0,0,163.8,
WELSPUNLIV.NS,ok,RandForest,6 Months,0.7917,0.6667,0.0909,0.16,0,0,158.8,
WHIRLPOOL.NS,ok,Ensemble,1 Month,0.7003,0.9231,0.0625,0.1171,0,0,160.6,
WIPRO.NS,ok,RandForest,3 Months,0.9354,0.7037,0.2714,0.3918,0,0,302.4,
WOCKPHARMA.NS,ok,XGBoost,2 Months,0.7329,0.7111,0.1829,0.2909,0,0,166.8,
YESBANK.NS,ok,StackEnsemble,6 Months,0.9365,1.0,0.1579,0.2727,0,0,162.5,
ZEEL.NS,ok,TabNet,2 Months,0.7277,0.7027,0.1494,0.2464,0,0,161.9,
ZENSARTECH.NS,ok,LGB_HiReg,2 Weeks,0.7801,0.7,0.0504,0.094,0,0,165.3,
ZENTEC.NS,ok,StackEnsemble,6 Months,0.9127,0.7978,0.9467,0.8659,0,0,163.6,
ZFCVINDIA.NS,ok,RandForest,6 Months,0.8135,0.7196,0.5461,0.621,0,0,157.8,
ZYDUSLIFE.NS,ok,RandForest,1 Month,0.8427,0.7647,0.125,0.2149,0,0,161.8,
AADHARHFC.NS,ok,LGB_HiReg,3 Months,0.8167,0.8133,0.598,0.6893,0,0,42.8,
ABBOTINDIA.NS,ok,XGBoost,2 Months,0.8,0.7273,0.1159,0.2,0,0,198.7,
3MINDIA.NS,ok,StackEnsemble,6 Months,0.6583,1.0,0.3051,0.4675,0,0,211.8,
ABLBL.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,3.5,
ACMESOLAR.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,3.4,
AEGISVOPAK.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,3.2,
AFCONS.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,3.3,
AGARWALEYE.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,3.2,
ABFRL.NS,ok,CatBoost,1 Week,0.707,0.6667,0.0561,0.1034,0,0,176.8,
AJANTPHARM.NS,ok,Ensemble,3 Months,0.7467,0.7,0.0875,0.1556,0,0,198.1,
AKZOINDIA.NS,ok,XGBoost,2 Months,0.8031,0.8,0.0606,0.1127,0,0,205.3,
ALKYLAMINE.NS,ok,XGB_HiReg,6 Months,0.9125,0.9846,0.7619,0.8591,0,0,201.2,
ANANTRAJ.NS,ok,Ensemble,1 Month,0.7294,0.7059,0.1212,0.2069,0,0,176.7,
APLLTD.NS,ok,StackEnsemble,2 Months,0.9437,0.7273,1.0,0.8421,0,0,146.3,
APOLLOHOSP.NS,ok,XGB_HiReg,3 Months,0.66,1.0,0.157,0.2714,0,0,214.1,
APTUS.NS,below_threshold,CatBoost,1 Month,0.75,0.5667,0.0,0.0,0,0,209.0,
ATHERENERG.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,3.5,
ARE&M.NS,ok,RandForest,1 Week,0.7437,0.8571,0.0625,0.1165,0,0,215.4,
BAJAJHFL.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,4.0,
